school_name,city_state,district,rank_state_elementary,grade_level,enrollment,student_teacher_ratio,description,source_page,source_raw_school_name
Primrose School at Summerwood,"Houston, TX",,,,16,8:1,"Primrose School at Summerwood is a private school located in Houston, TX, which is in a large city setting.  The student population of Primrose School at Summerwood is 16, and the school serves K only...",607,Primrose School atSummerwood
Primrose School at Vista Ridge,"Cedar Park, TX",,,PK-K,2,2:1,"Primrose School at Vista Ridge is a private school located in Cedar Park, TX, which is in a large suburb setting.  The student population of Primrose School at Vista Ridge is 2, and the school serves PK...",607,Primrose School at VistaRidge
Primrose School at Waterside Estates,"Richmond, TX",,,,9,9:1,"Primrose School at Waterside Estates is a private school located in Richmond, TX, which is in a large city setting.  The student population of Primrose School at Waterside Estates is 9, and the school...",607,Primrose School at WatersideEstates
Primrose School of Alamo Ranch,"San Antonio, TX",,,,11,11:1,"Primrose School of Alamo Ranch is a private school located in San Antonio, TX, which is in a large suburb setting.  The student population of Primrose School of Alamo Ranch is 11, and the school serves...",607,Primrose School of AlamoRanch
Primrose School of Barker Cypress,"Cypress, TX",,,PK-K,14,14:1,"Primrose School of Barker Cypress is a private school located in Cypress, TX, which is in a large city setting.  The student population of Primrose School of Barker Cypress is 14, and the school serves...",608,Primrose School of BarkerCypress
Primrose School of Bee Cave,"Austin, TX",,,PK-K,11,1:1,"Primrose School of Bee Cave is a private school located in Austin, TX, which is in a large suburb setting.  The student population of Primrose School of Bee Cave is 11, and the school serves PK through...",608,Primrose School of BeeCave
Primrose School of Breckinridge Park,"Richardson, TX",,,PK-K,26,9:1,"Primrose School of Breckinridge Park is a private school located in Richardson, TX, which is in a mid-size city setting.  The student population of Primrose School of Breckinridge Park is 26, and the school...",608,Primrose School of BreckinridgePark
Primrose School of Castle Hills,"Carrollton, TX",,,PK-K,13,0:1,"Primrose School of Castle Hills is a private school located in Carrollton, TX, which is in a large suburb setting.  The student population of Primrose School of Castle Hills is 13, and the school serves...",608,Primrose School of CastleHills
Primrose School of Clear Lake,"Houston, TX",,,PK-K,5,5:1,"Primrose School of Clear Lake is a private school located in Houston, TX, which is in a large city setting.  The student population of Primrose School of Clear Lake is 5, and the school serves PK through...",608,Primrose School of ClearLake
Primrose School of College Station,"College Station, TX",,,PK-K,5,4:1,"Primrose School of College Station is a private school located in College Station, TX, which is in a mid-size city setting.  The student population of Primrose School of College Station is 5, and the school...",608,Primrose School of CollegeStation
Primrose School of Columbus Trail,"Fort Worth, TX",,,PK-K,8,4:1,"Primrose School of Columbus Trail is a private school located in Fort Worth, TX, which is in a large city setting.  The student population of Primrose School of Columbus Trail is 8, and the school serves...",608,Primrose School of ColumbusTrail
Primrose School of Coppell,"Coppell, TX",,,PK-K,22,11:1,"Primrose School of Coppell is a private school located in Coppell, TX, which is in a large suburb setting.  The student population of Primrose School of Coppell is 22, and the school serves PK through...",608,Primrose School ofCoppell
Primrose School of Copperfield,"Houston, TX",,,PK-K,18,18:1,"Primrose School of Copperfield is a private school located in Houston, TX, which is in a large city setting.  The student population of Primrose School of Copperfield is 18, and the school serves PK through...",608,Primrose School ofCopperfield
Primrose School of Crystal Falls,"Leander, TX",,,PK-K,13,13:1,"Primrose School of Crystal Falls is a private school located in Leander, TX, which is in a large suburb setting.  The student population of Primrose School of Crystal Falls is 13, and the school serves...",608,Primrose School of CrystalFalls
Primrose School of Dripping Springs,"Dripping Springs, TX",,,PK-K,18,9:1,"Primrose School of Dripping Springs is a private school located in Dripping Springs, TX, which is in a fringe town setting.  The student population of Primrose School of Dripping Springs is 18, and the...",609,Primrose School of DrippingSprings
Primrose School of Eagle Springs,"Humble, TX",,,PK-K,7,7:1,"Primrose School of Eagle Springs is a private school located in Humble, TX, which is in a large city setting.  The student population of Primrose School of Eagle Springs is 7, and the school serves PK...",609,Primrose School of EagleSprings
Primrose School of East Allen,"Allen, TX",,,PK-K,10,10:1,"Primrose School of East Allen is a private school located in Allen, TX, which is in a large suburb setting.  The student population of Primrose School of East Allen is 10, and the school serves PK through...",609,Primrose School of EastAllen
Primrose School of Eldridge Parkway,"Houston, TX",,,PK-K,26,13:1,"Primrose School of Eldridge Parkway is a private school located in Houston, TX, which is in a large city setting.  The student population of Primrose School of Eldridge Parkway is 26, and the school serves...",609,Primrose School of EldridgeParkway
Primrose School of First Colony,"Sugar Land, TX",,,PK-K,12,12:1,"Primrose School of First Colony is a private school located in Sugar Land, TX, which is in a mid-size city setting.  The student population of Primrose School of First Colony is 12, and the school serves...",609,Primrose School of FirstColony
Primrose School of Frisco at Main and Teel,"Frisco, TX",,,PK-K,14,7:1,"Primrose School of Frisco at Main and Teel is a private school located in Frisco, TX, which is in a large suburb setting.  The student population of Primrose School of Frisco at Main and Teel is 14, and...",609,Primrose School of Frisco at Main andTeel
Primrose School of Grapevine Colleyville,"Grapevine, TX",,,PK-K,12,12:1,"Primrose School of Grapevine Colleyville is a private school located in Grapevine, TX, which is in a small city setting.  The student population of Primrose School of Grapevine Colleyville is 12, and the...",609,Primrose School of GrapevineColleyville
Primrose School of Harmony,"Spring, TX",,,PK-K,14,7:1,"Primrose School of Harmony is a private school located in Spring, TX, which is in a mid-size suburb setting.  The student population of Primrose School of Harmony is 14, and the school serves PK through...",609,Primrose School ofHarmony
Primrose School of Kingwood,"Kingwood, TX",,,PK-K,12,12:1,"Primrose School of Kingwood is a private school located in Kingwood, TX, which is in a large city setting.  The student population of Primrose School of Kingwood is 12, and the school serves PK through...",609,Primrose School ofKingwood
Primrose School of Lakehill,"Frisco, TX",,,PK-K,13,13:1,"Primrose School of Lakehill is a private school located in Frisco, TX, which is in a large suburb setting.  The student population of Primrose School of Lakehill is 13, and the school serves PK through...",609,Primrose School ofLakehill
Primrose School of Las Colinas,"Irving, TX",,,PK-K,110,110:1,"Primrose School of Las Colinas is a private school located in Irving, TX, which is in a large city setting.  The student population of Primrose School of Las Colinas is 110, and the school serves PK through...",610,Primrose School of LasColinas
Primrose School of N. Richardson @ Lookout,"Richardson, TX",,,PK-K,20,10:1,"Primrose School of N. Richardson @ Lookout is a private school located in Richardson, TX, which is in a mid-size city setting.  The student population of Primrose School of N. Richardson @ Lookout is 20,...",610,Primrose School of N. Richardson @Lookout
Primrose School of Parkwood Hill,"Fort Worth, TX",,,PK-K,2,2:1,"Primrose School of Parkwood Hill is a private school located in Fort Worth, TX, which is in a large city setting.  The student population of Primrose School of Parkwood Hill is 2, and the school serves...",610,Primrose School of ParkwoodHill
Primrose School of Pflugerville at Falcon Pointe,"Pflugerville, TX",,,PK-K,43,14:1,"Primrose School of Pflugerville at Falcon Pointe is a private school located in Pflugerville, TX, which is in a fringe rural setting.  The student population of Primrose School of Pflugerville at Falcon...",610,Primrose School of Pflugerville at FalconPointe
Primrose School of Prestmont,"Frisco, TX",,,PK-K,14,7:1,"Primrose School of Prestmont is a private school located in Frisco, TX, which is in a large suburb setting.  The student population of Primrose School of Prestmont is 14, and the school serves PK through...",610,Primrose School ofPrestmont
Primrose  School of Richardson,"Richardson, TX",,,PK-K,4,4:1,"Primrose  School of Richardson is a private school located in Richardson, TX, which is in a mid-size city setting.  The student population of Primrose  School of Richardson is 4, and the school serves...",610,Primrose  School ofRichardson
Primrose School of Rockwall,"Rockwall, TX",,,PK-K,14,7:1,"Primrose School of Rockwall is a private school located in Rockwall, TX, which is in a large suburb setting.  The student population of Primrose School of Rockwall is 14, and the school serves PK through...",610,Primrose School ofRockwall
Primrose School of Round Rock,"Round Rock, TX",,,,6,6:1,"Primrose School of Round Rock is a private school located in Round Rock, TX, which is in a large suburb setting.  The student population of Primrose School of Round Rock is 6, and the school serves K...",610,Primrose School of RoundRock
Primrose School of Rowlett,"Rowlett, TX",,,PK-K,15,8:1,"Primrose School of Rowlett is a private school located in Rowlett, TX, which is in a fringe rural setting.  The student population of Primrose School of Rowlett is 15, and the school serves PK through...",610,Primrose School ofRowlett
Primrose School of Shady Hollow,"Austin, TX",,,PK-K,24,12:1,"Primrose School of Shady Hollow is a private school located in Austin, TX, which is in a large city setting.  The student population of Primrose School of Shady Hollow is 24, and the school serves PK through...",610,Primrose School of ShadyHollow
